PATIENT,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,COVID,DIED,CLASS
63c9c915-8c76-492c-b5e5-c9898670b7fc,1975-01-28,,999-18-3918,S99949842,X59728511X,Mr.,Sonny285,Emard19,,,M,white,nonhispanic,M,Amherst  Massachusetts  US,477 Considine Row Suite 79,Holbrook,Massachusetts,Norfolk County,,42.11218754593285,-70.9800610957954,1046770.35,5180.36,False,False,no_covid_lived
05d41d3d-f0bb-4d5c-a3e7-d330a4ee3291,2018-04-08,,999-82-3788,,,,Alta896,Wintheiser220,,,,black,nonhispanic,F,Lowell  Massachusetts  US,382 Quigley Gate Apt 47,Springfield,Massachusetts,Hampden County,1118.0,42.08896583736507,-72.56527092553547,49601.82,1221.6,False,False,no_covid_lived
2fb2e800-aaa8-4de9-87f7-83bdb4c93e81,1955-01-05,,999-73-9148,S99980795,X6206679X,Mr.,Ignacio928,Nikolaus26,,,M,white,nonhispanic,M,Brookfield  Massachusetts  US,1030 O'Kon Loaf,Holbrook,Massachusetts,Norfolk County,2368.0,42.0974686781078,-70.95115935086517,1589285.04,8659.199999999999,False,False,no_covid_lived
cfec344a-839c-438f-93cb-8176aaed9af9,1979-09-10,,999-33-6187,S99965239,X7039401X,Mrs.,Drema139,Reilly981,,Wisoky380,M,white,nonhispanic,F,Webster  Massachusetts  US,677 Veum Forge,Boston,Massachusetts,Suffolk County,2114.0,42.28907706810472,-71.0056010333406,818958.71,5965.159999999999,False,False,no_covid_lived
ff1b984e-0791-41af-9ebf-4693d9889b79,1953-08-03,,999-57-6170,S99967791,X35239104X,Mrs.,Leonarda398,Watsica258,,Grady603,M,white,nonhispanic,F,Topsfield  Massachusetts  US,221 Hermann Harbor,Northampton,Massachusetts,Hampshire County,1062.0,42.33436470115601,-72.71254576759429,1575203.22,18435.34,False,False,no_covid_lived
4e32f581-0f8b-4f6a-bc55-eec46ea1969e,1961-05-14,,999-60-8699,S99943656,X18710448X,Mr.,Santo387,Skiles927,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,127 Lockman Meadow,Somerset,Massachusetts,Bristol County,,41.745081070409,-71.20853021442964,1211300.65,4616.16,False,False,no_covid_lived
d03713a0-1566-4419-a6b0-82e2cd935431,1989-04-20,,999-26-2742,S99933381,X4016998X,Mrs.,Edwina60,Cassin499,,Will178,M,white,nonhispanic,F,Westfield  Massachusetts  US,961 Parker Spur,Lawrence,Massachusetts,Essex County,1841.0,42.68771039281694,-71.19488272373725,789920.16,3748.84,False,False,no_covid_lived
0114d24b-f0aa-425f-822f-afe437a81d1f,1933-08-13,,999-37-6587,S99953966,X84730256X,Mr.,Donnell534,Kihn564,,,M,white,nonhispanic,M,Uxbridge  Massachusetts  US,462 Skiles Harbor,Oak Bluffs,Massachusetts,Dukes County,,41.4899224829867,-70.51852595453393,1481903.34,12638.64,False,False,no_covid_lived
1561be27-bf00-4959-bb73-31339f50a2a8,1978-05-04,,999-66-8508,S99948821,X80645504X,Mr.,Eldon28,Romaguera67,,,S,white,nonhispanic,M,Chelmsford  Massachusetts  US,495 Kerluke Bypass Unit 68,Marlborough,Massachusetts,Middlesex County,1752.0,42.34891816461396,-71.5132552447815,1116552.65,2999.76,False,False,no_covid_lived
ad33fd5f-cb2d-4753-9820-a8c2ef57e74f,1936-01-25,,999-62-7664,S99993284,X69766594X,Ms.,Ginger664,Sipes176,,,S,white,nonhispanic,F,Haverhill  Massachusetts  US,500 Stroman Trail,Douglas,Massachusetts,Worcester County,,42.004678886855295,-71.72687126641966,1607393.77,129138.19000000008,False,False,no_covid_lived
e4f2ee93-89f0-4339-b079-5b174190e18e,1964-01-02,,999-51-2834,S99986733,X17488994X,Mrs.,Muoi890,Huels583,,Romaguera67,M,white,nonhispanic,F,Brockton  Massachusetts  US,764 Stokes Vista,Medway,Massachusetts,Norfolk County,,42.18684061153454,-71.46568867528029,1339637.32,8032.559999999999,False,False,no_covid_lived
90f30b51-1bde-47d4-beb2-a2bb53d9124b,1999-01-20,,999-78-1139,S99977438,X40204541X,Mr.,Salvador46,Ybarra887,,,,white,hispanic,M,Ponce  Puerto Rico  PR,749 Hackett Viaduct Unit 58,Methuen,Massachusetts,Essex County,,42.70605887427271,-71.20401203870246,439039.92,2908.08,False,False,no_covid_lived
eac17af8-31b1-40e3-b459-90b8954c4eb2,1976-07-18,,999-54-9630,S99912684,X59095574X,Mr.,Matt836,Durgan499,,,M,white,nonhispanic,M,Northampton  Massachusetts  US,672 Walsh Stravenue Apt 57,Norwood,Massachusetts,Norfolk County,,42.16450173510437,-71.16344918202849,1212833.84,4626.32,False,False,no_covid_lived
7ef3679b-42b8-4da7-8fcf-42c37a632e8a,1969-01-17,,999-41-2557,S99950259,X32435573X,Mrs.,Kristina583,Brekke496,,Lang846,M,white,nonhispanic,F,Belchertown  Massachusetts  US,989 Barton Mall Apt 89,Belchertown,Massachusetts,Hampshire County,,42.28985960273494,-72.44406307825223,1201683.19,15130.15,False,False,no_covid_lived
a1a826a1-836a-40e3-9420-b3c6bfe95b8e,2000-08-12,,999-33-1999,S99935117,,Mr.,Keenan632,Turcotte120,,,,asian,nonhispanic,M,Falmouth  Massachusetts  US,385 Lueilwitz Parade Suite 67,Malden,Massachusetts,Middlesex County,,42.41174695511813,-71.12870031662189,455144.3,3583.04,False,False,no_covid_lived
01277eee-8cd9-4f77-a6d6-c058e106d9cc,1975-02-04,,999-37-4784,S99996297,X58908766X,Mr.,Harold594,Berge125,,,M,black,nonhispanic,M,Ashland  Massachusetts  US,159 Bartell Trafficway,Norfolk,Massachusetts,Norfolk County,,42.07883191217304,-71.34198180260921,1210105.37,4700.48,False,False,no_covid_lived
7fca3740-660d-4703-8bc7-ff36c1fd8e40,1932-06-26,,999-40-3665,S99935470,X43427568X,Mr.,Brant303,Frami345,,,M,white,nonhispanic,M,Chicopee  Massachusetts  US,462 Nader Flat,Hingham,Massachusetts,Plymouth County,,42.23892306299202,-70.89390899564404,1558628.93,12247.52,False,False,no_covid_lived
752c6c18-e41b-4325-838a-a320616d599f,1932-01-22,,999-17-7675,S99939196,X21772782X,Ms.,Audrey678,Hermiston71,,,S,black,nonhispanic,F,Wellesley  Massachusetts  US,510 Herzog Highlands,Cambridge,Massachusetts,Middlesex County,2140.0,42.35480268044917,-71.13464136091946,1695110.36,107200.63,False,False,no_covid_lived
4e707f41-2f33-4c51-8861-0154a2a9e2f9,1995-03-18,,999-19-6566,S99983508,X59943017X,Mr.,Alan320,Tillman293,,,,black,nonhispanic,M,Plymouth  Massachusetts  US,563 Hansen Ranch,New Bedford,Massachusetts,Bristol County,2744.0,41.76233817925245,-70.90212435214576,517921.76,2993.88,False,False,no_covid_lived
d5629caf-c1a7-4a5f-9c39-66848236441d,1978-12-14,,999-97-6659,S99919890,X1238787X,Mr.,Maxwell782,Cruickshank494,,,S,white,nonhispanic,M,Cambridge  Massachusetts  US,425 Hayes Burg Unit 66,Cambridge,Massachusetts,Middlesex County,2141.0,42.42841416207971,-71.12149974300178,129409.92,10365.46,False,False,no_covid_lived
e439d76e-e482-4c2b-91d2-d71e815056e7,2007-11-01,,999-93-6304,,,,Tanna708,Champlin946,,,,asian,nonhispanic,F,Plymouth  Massachusetts  US,462 Schiller Corner,Fall River,Massachusetts,Bristol County,2724.0,41.6174004088646,-71.09391368772036,257654.2,3056.48,False,False,no_covid_lived
09364c5b-edd0-49ff-a7a7-cfd1a585d99d,1954-09-06,,999-70-3925,S99960956,X72417943X,Mr.,Augustus49,Shields502,PhD,,M,white,nonhispanic,M,Westfield  Massachusetts  US,586 Jacobson Heights Apt 56,Winchester,Massachusetts,Middlesex County,1890.0,42.43933680177415,-71.12900425628125,1524342.37,8641.64,False,False,no_covid_lived
08cc6f53-4ba4-49a5-ad45-616201fdc2a5,1961-11-23,,999-74-3078,S99935078,X24488648X,Mr.,Mose244,Kertzmann286,,,M,white,hispanic,M,Quincy  Massachusetts  US,772 Mante Station,Worcester,Massachusetts,Worcester County,1608.0,42.33865204280674,-71.75669823339919,1420597.96,7005.2,False,False,no_covid_lived
a6a837b9-b85b-43f6-8f1b-7037d64dd919,1972-04-11,,999-58-3436,S99919627,X75325098X,Mrs.,Carolyne559,VonRueden376,,Rogahn59,M,white,nonhispanic,F,Milford  Massachusetts  US,583 Considine Lodge,Millis,Massachusetts,Norfolk County,,42.1606685582146,-71.33654032185571,155760.3,13858.059999999998,False,False,no_covid_lived
56886a93-95a2-4edb-ac59-eae8acb32068,2007-05-12,,999-64-1630,,,,Shaina440,Effertz744,,,,white,nonhispanic,F,Amherst  Massachusetts  US,177 Yundt Extension Suite 83,Gloucester,Massachusetts,Essex County,,42.664503568417466,-70.65746622242234,267711.07,3105.64,False,False,no_covid_lived
1908883b-4980-42a9-a50d-1fb011b1ddd5,2001-10-05,,999-72-8928,S99913121,,Ms.,Kali995,Gislason620,,,,white,nonhispanic,F,East Bridgewater  Massachusetts  US,795 Littel Light,Acton,Massachusetts,Middlesex County,,42.53036200481936,-71.43207996565945,472575.69,3329.76,False,False,no_covid_lived
e6e6a6fe-ad07-4a8c-a08c-aabc6a9be741,1973-07-06,,999-99-7817,S99929051,X5448271X,Ms.,Lucilla742,Mayert710,,,S,white,nonhispanic,F,Quincy  Massachusetts  US,428 Pacocha Trail Apt 68,Medford,Massachusetts,Middlesex County,2155.0,42.39291170870631,-71.14777150606604,1088775.01,5870.239999999999,False,False,no_covid_lived
05a38173-4346-4b64-be8b-9e2af5cb496d,1991-02-05,,999-79-9570,S99941099,X79699401X,Mrs.,Natacha644,Gulgowski816,,Leuschke194,M,white,nonhispanic,F,Franklin  Massachusetts  US,843 Littel Crossing,Boston,Massachusetts,Suffolk County,2108.0,42.32517002683988,-71.12503670075043,611874.45,8872.47,False,False,no_covid_lived
91550846-c779-42c8-a42f-b404f7e93794,1962-10-11,,999-19-8817,S99928444,X73538164X,Mr.,Homero668,Carrillo204,,,S,white,hispanic,M,Gaudalajara  Jalisco  MX,627 Weissnat Fork,Boston,Massachusetts,Suffolk County,2128.0,42.310934638643054,-71.07009021172313,1551414.63,5590.4,False,False,no_covid_lived
be38f26d-da3b-4b51-b416-04096759c86a,1971-12-02,,999-58-2341,S99992226,X31326297X,Ms.,Tanja584,Marks830,,,S,white,nonhispanic,F,Granby  Massachusetts  US,424 Nienow Station Unit 58,Webster,Massachusetts,Worcester County,1570.0,42.090193897727495,-71.80906246835664,1205321.53,8602.58,False,False,no_covid_lived
4202b776-adcd-4ced-83c3-9418dcb77df9,1971-06-13,,999-80-4051,S99950388,X44648545X,Mr.,Antonio44,Cotto891,,,M,white,hispanic,M,Juarez  Chihuahua  MX,623 Wintheiser Overpass,Townsend,Massachusetts,Middlesex County,,42.69618899887419,-71.72949229656582,153273.62,20283.13,False,False,no_covid_lived
e4fa1a9f-af5b-45f8-bbce-b0745e584d47,1987-08-26,,999-87-2715,S99949689,X85675545X,Mrs.,Kali995,Muller251,,Schroeder447,M,white,hispanic,F,New Bedford  Massachusetts  US,457 Stark Avenue Unit 69,Springfield,Massachusetts,Hampden County,1013.0,42.17035117208736,-72.59594167451436,613787.2,17536.379999999997,False,False,no_covid_lived
2c996b16-aee0-496f-abcb-f27db0668fb4,1984-03-04,,999-46-6168,S99962510,X83216946X,Mrs.,Adrien235,Price929,,Herzog843,M,white,nonhispanic,F,Middleton  Massachusetts  US,488 Bashirian Light,Winthrop,Massachusetts,Suffolk County,2152.0,42.39572375433904,-70.99342910556226,773278.0,6343.369999999999,False,False,no_covid_lived
cf73a172-f375-4305-bfc8-ea8b00f158af,2008-08-27,,999-10-1145,,,,Benita195,Monahan736,,,,black,nonhispanic,F,Acton  Massachusetts  US,996 Balistreri Parade Apt 65,Andover,Massachusetts,Essex County,1810.0,42.600333885968304,-71.15237751094587,249003.76,3468.08,False,False,no_covid_lived
0f64e8fb-7c49-465d-83ba-09367c3d228c,1972-09-18,,999-29-7954,S99921272,X77590291X,Mr.,Colby655,Lueilwitz711,,,M,white,nonhispanic,M,Medway  Massachusetts  US,623 Howell Harbor Apt 77,Worcester,Massachusetts,Worcester County,1583.0,42.20453436660534,-71.7600226295184,67649.04999999999,0.0,False,False,no_covid_lived
765657e2-269d-4653-b501-eb2a0b9767bb,1964-04-08,,999-27-6348,S99997058,X35529708X,Mr.,Douglass930,Huel628,,,S,white,hispanic,M,Gardner  Massachusetts  US,977 Weissnat Fork,Boston,Massachusetts,Suffolk County,2125.0,42.30369357092415,-71.07477876512534,1498193.33,4016.36,False,False,no_covid_lived
6ed48522-38a7-4d49-870f-8dbe2c042139,1957-04-12,,999-56-5273,S99948020,X14827157X,Mr.,Gary33,Kunze215,,,M,white,nonhispanic,M,Boston  Massachusetts  US,440 Koss Plaza,Brockton,Massachusetts,Plymouth County,2301.0,42.11355472471647,-70.956617396963,1294759.15,4972.8,False,False,no_covid_lived
cf8b5cc9-518c-4522-91f7-e606c9cc88f5,1989-07-07,,999-38-6643,S99939049,X3632627X,Mrs.,Christiana224,Kassulke119,,Deckow585,M,white,nonhispanic,F,Hampden  Massachusetts  US,501 Witting Viaduct Apt 75,Tyngsborough,Massachusetts,Middlesex County,,42.65744654303983,-71.40096888540708,713774.68,3681.2799999999993,False,False,no_covid_lived
d0fe7dbc-24d2-4f54-9726-6473035b8aff,1967-12-30,,999-63-5052,S99967480,X18358370X,Mr.,Kelley882,Kautzer186,,,S,white,nonhispanic,M,Lowell  Massachusetts  US,929 McClure Pathway,Williamsburg,Massachusetts,Hampshire County,,42.45172622815841,-72.7060068591213,169338.62,27761.1,False,False,no_covid_lived
54e2f2e1-6b52-423b-98e3-9a54c62b21d8,1997-10-08,,999-56-1306,S99910913,X23768642X,Ms.,Gisela897,Gorczany269,,,,white,nonhispanic,F,Waltham  Massachusetts  US,124 Russel Ramp,Dalton,Massachusetts,Berkshire County,,42.4471034979596,-73.15682382620426,70125.2,4582.55,False,False,no_covid_lived
16a05949-ecc2-4d14-8f7a-0779e90ee4c5,1956-02-09,,999-68-4308,S99952405,X5677599X,Mr.,Herb645,Larkin917,,,M,white,nonhispanic,M,Chelsea  Massachusetts  US,278 Kling Crossing Unit 90,Weymouth,Massachusetts,Norfolk County,,42.21183078418503,-70.89394242377878,1489914.84,6481.879999999999,False,False,no_covid_lived
b74b1281-75a8-4ad7-9bde-b477bd230ceb,1994-06-16,,999-51-9248,S99997289,X77464075X,Ms.,Georgeanna785,Thompson596,,,,black,nonhispanic,F,Lowell  Massachusetts  US,365 Schuster Glen,Pelham,Massachusetts,Hampshire County,,42.35580860774592,-72.38402023143607,571810.58,8494.88,False,False,no_covid_lived
7d67ab44-44e5-4242-a79c-f3401eeb886d,2017-05-04,,999-49-1094,,,,Zane918,Walter473,,,,black,nonhispanic,M,Swampscott  Massachusetts  US,676 Cummings Junction Apt 98,Boston,Massachusetts,Suffolk County,2134.0,42.387900105872525,-71.14470731443208,9535.3,1697.4,False,False,no_covid_lived
e293dc9d-6ad3-4765-bb26-c4b3638f4c56,1993-08-13,,999-15-5078,S99954112,X49543692X,Ms.,Hassie51,Murphy561,,,,white,hispanic,F,Winchester  Massachusetts  US,1049 Jenkins Harbor Apt 30,Hudson,Massachusetts,Middlesex County,,42.40656433185739,-71.51401012472151,87613.47,12724.45,False,False,no_covid_lived
96726555-e6df-49f9-ba30-bf77eac8ce3b,2016-06-21,,999-75-8222,,,,Preston275,Padberg411,,,,white,nonhispanic,M,Marlborough  Massachusetts  US,660 Armstrong Ramp,Brockton,Massachusetts,Plymouth County,,42.12424984768479,-71.0012853730973,12320.5,1895.72,False,False,no_covid_lived
a478731d-6881-404b-b517-aab14caaf40d,1979-05-01,,999-67-3156,S99979480,X79155341X,Mr.,Johnson679,Collins926,,,M,white,nonhispanic,M,Medford  Massachusetts  US,1055 Will Overpass,Yarmouth,Massachusetts,Barnstable County,,41.6398070442753,-70.17938939798053,991312.95,3853.8,False,False,no_covid_lived
181f2cf5-8035-4d64-9f24-651838d31ef9,1996-10-10,,999-75-2225,S99964070,X59603898X,Ms.,Helaine42,Pfannerstill264,,,,white,nonhispanic,F,Worcester  Massachusetts  US,527 Casper Wall,Lowell,Massachusetts,Middlesex County,1852.0,42.65917245387997,-71.32859866134228,479427.38,3810.44,False,False,no_covid_lived
